arrest_type,date,sex,age,drug_arrests
overall,1/1/2019,male,0,12
overall,1/1/2019,female,0,52
overall,1/1/2019,male,14,180
overall,1/1/2019,female,14,3710
overall,1/1/2019,male,19,429
overall,1/1/2019,female,19,13531
overall,1/1/2019,male,25,447
overall,1/1/2019,female,25,17061
overall,1/1/2019,male,30,375
overall,1/1/2019,female,30,28493
overall,1/1/2019,male,35,345
overall,1/1/2019,female,35,11349
overall,1/1/2019,male,41,336
overall,1/1/2019,female,41,41216
